GEO_ID,STATE,COUNTY,NAME.x,LSAD,CENSUSAREA,COUNTYFP,STATEFP,GEOID,NAME.y,variable,estimate,moe,id
0500000US51185,51,185,Tazewell,County,518.846,185,51,51185,"Tazewell County, Virginia",B01003_001,44706,NA,VA
0500000US51187,51,187,Warren,County,213.465,187,51,51187,"Warren County, Virginia",B01003_001,37044,NA,VA
0500000US51191,51,191,Washington,County,560.975,191,51,51191,"Washington County, Virginia",B01003_001,54322,NA,VA
0500000US51193,51,193,Westmoreland,County,229.375,193,51,51193,"Westmoreland County, Virginia",B01003_001,17237,NA,VA
0500000US51195,51,195,Wise,County,403.189,195,51,51195,"Wise County, Virginia",B01003_001,41496,NA,VA
0500000US51197,51,197,Wythe,County,461.824,197,51,51197,"Wythe County, Virginia",B01003_001,29005,NA,VA
0500000US51199,51,199,York,County,104.78,199,51,51199,"York County, Virginia",B01003_001,64846,NA,VA
0500000US51510,51,510,Alexandria,city,15.027,510,51,51510,"Alexandria city, Virginia",B01003_001,133647,NA,VA
0500000US51515,51,515,Bedford,city,6.878,515,51,51515,"Bedford city, Virginia",B01003_001,6177,NA,VA
0500000US51520,51,520,Bristol,city,13.013,520,51,51520,"Bristol city, Virginia",B01003_001,17704,NA,VA
0500000US51530,51,530,Buena Vista,city,6.704,530,51,51530,"Buena Vista city, Virginia",B01003_001,6653,NA,VA
0500000US51540,51,540,Charlottesville,city,10.238,540,51,51540,"Charlottesville city, Virginia",B01003_001,42267,NA,VA
0500000US51550,51,550,Chesapeake,city,340.8,550,51,51550,"Chesapeake city, Virginia",B01003_001,219268,NA,VA
0500000US51570,51,570,Colonial Heights,city,7.52,570,51,51570,"Colonial Heights city, Virginia",B01003_001,17472,NA,VA
0500000US51580,51,580,Covington,city,5.468,580,51,51580,"Covington city, Virginia",B01003_001,5989,NA,VA
0500000US51590,51,590,Danville,city,42.934,590,51,51590,"Danville city, Virginia",B01003_001,43787,NA,VA
0500000US51595,51,595,Emporia,city,6.894,595,51,51595,"Emporia city, Virginia",B01003_001,5822,NA,VA
0500000US51600,51,600,Fairfax,city,6.239,600,51,51600,"Fairfax city, Virginia",B01003_001,22058,NA,VA
0500000US51610,51,610,Falls Church,city,1.999,610,51,51610,"Falls Church city, Virginia",B01003_001,11465,NA,VA
0500000US51620,51,620,Franklin,city,8.206,620,51,51620,"Franklin city, Virginia",B01003_001,8549,NA,VA
0500000US51630,51,630,Fredericksburg,city,10.44,630,51,51630,"Fredericksburg city, Virginia",B01003_001,23375,NA,VA
0500000US51640,51,640,Galax,city,8.24,640,51,51640,"Galax city, Virginia",B01003_001,6936,NA,VA
0500000US51650,51,650,Hampton,city,51.413,650,51,51650,"Hampton city, Virginia",B01003_001,139046,NA,VA
0500000US51660,51,660,Harrisonburg,city,17.418,660,51,51660,"Harrisonburg city, Virginia",B01003_001,47406,NA,VA
0500000US51670,51,670,Hopewell,city,10.278,670,51,51670,"Hopewell city, Virginia",B01003_001,22506,NA,VA
0500000US51678,51,678,Lexington,city,2.497,678,51,51678,"Lexington city, Virginia",B01003_001,6990,NA,VA
0500000US51680,51,680,Lynchburg,city,49.128,680,51,51680,"Lynchburg city, Virginia",B01003_001,73726,NA,VA
0500000US51683,51,683,Manassas,city,9.881,683,51,51683,"Manassas city, Virginia",B01003_001,36067,NA,VA
0500000US51685,51,685,Manassas Park,city,2.534,685,51,51685,"Manassas Park city, Virginia",B01003_001,13195,NA,VA
0500000US51690,51,690,Martinsville,city,10.956,690,51,51690,"Martinsville city, Virginia",B01003_001,14029,NA,VA
0500000US51700,51,700,Newport News,city,68.714,700,51,51700,"Newport News city, Virginia",B01003_001,181822,NA,VA
0500000US51710,51,710,Norfolk,city,54.12,710,51,51710,"Norfolk city, Virginia",B01003_001,242143,NA,VA
